"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"159688";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159688";"INC";"1";"1950";"133";"Indicação";"SUGERE A AUDIENCIA DA COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA A RESPEITO DA CONSTITUCIONALIDADE DO DECRETO QUE ESTABELECE NORMAS PARA EXECUÇÃO DO ORÇAMENTO DESTE ANO.";"";"SUGESTÃO, AUDIENCIA, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, CONSTITUCIONALIDADE, DECRETO LEI FEDERAL, ESTABELECIMENTO, NORMAS, EXECUÇÃO, ORÇAMENTO.";"1950-03-31T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-03-31T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159705";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159705";"INC";"2";"1950";"133";"Indicação";"SUGERE A ELABORAÇÃO DE PROJETO ABRINDO CREDITO ESPECIAL PARA PAGAMENTO DAS DIVIDAS DE EXERCICIO FINDO A QUE TEM DIREITO SERVIDORES DA UNIÃO.";"";"SUGESTÃO, ELABORAÇÃO, PROJETO, ABERTURA, CREDITO ESPECIAL, PAGAMENTO, DIVIDA, EXERCICIO FINDO, DIREITOS, SERVIDOR, UNIÃO FEDERAL.";"1950-08-02T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-08-02T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159722";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159722";"INC";"3";"1950";"133";"Indicação";"SUGERE QUE A COMISSÃO DE JUSTIÇA SE PRONUNCIE QUANTO AO SENTIDO DA EXPRESSÃO 'EXPEDIÇÃO DE DIPLOMA', DE QUE TRATA O ARTIGO 48, DA CONSTITUIÇÃO FEDERAL.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, PRONUNCIAMENTO, ENTENDIMENTO, EXPEDIÇÃO, EMISSÃO, DIPLOMA, CONSTITUIÇÃO FEDERAL.";"1950-11-22T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-11-22T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159739";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159739";"INC";"4";"1950";"133";"Indicação";"SUGERE O PRONUNCIAMENTO DA COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, SOBRE A CONSTITUCIONALIDADE DO ATO DO PODER EXECUTIVO, REDUZINDO DOTAÇÕES CONSIGNADAS NO ORÇAMENTO.";"";"SUGESTÃO, PRONUNCIAMENTO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, CONSTITUCIONALIDADE, ATO, EXECUTIVO, REDUÇÃO, DOTAÇÃO ORÇAMENTARIA.";"1950-12-01T01:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-12-01T01:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159754";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159754";"INC";"5";"1950";"133";"Indicação";"SUGERE QUE A COMISSÃO DE EDUCAÇÃO E CULTURA ELABORA PROJETO REFERENTE A REPRESSÃO A LICENCIOSIDADE NAS PUBLICAÇÕES E NOS ESPETACULOS PUBLICOS.";"";"SUGESTÃO, COMISSÃO DE EDUCAÇÃO E CULTURA, ELABORAÇÃO, PROJETO, CENSURA, PUBLICAÇÃO, ESPETACULO, DIVERSÃO PUBLICA.";"1950-12-11T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-12-11T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"163090";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163090";"MSC";"138";"1950";"134";"Mensagem";"SUBMETENDO COPIA AUTENTICADA DO PROTOCOLO DESTINADO A COLOCAR SOB CONTROLE INTERNACIONAL AS DROGAS NÃO INCLUIDAS NA CONVENÇÃO DE 13 DE JULHO DE 1931, PARA LIMITAR A FABRICAÇÃO E REGULAMENTAR A DISTRIBUIÇÃO DOS ESTUPEFACIENTES, EMENDA PELO PROTOCOLO ASSINADO EM LAKE SUCESS E CONCLUIDO EM PARIS.";"";"SOLICITAÇÃO, APRECIAÇÃO, COPIA AUTENTICADA, TEXTO, ATO INTERNACIONAL, DROGA, ENTORPECENTE, LIMITAÇÃO, FABRICAÇÃO, REGULAMENTAÇÃO, DISTRIBUIÇÃO, ESTUPEFACIENTE, TOXICO.";"1950-04-26T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1950-05-08T00:00:00";"1";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"LEITURA E PUBLICAÇÃO DA MATERIA. DCN1 09 05 50 PAG 3166 COL 01.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1457813"
"163180";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163180";"MSC";"161";"1950";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL COPIA AUTENTICADA DO TEXTO DO PROTOCOLO ADICIONAL A CONVENÇÃO CONSTITUTIVA DO INSTITUTO INTERNACIONAL DA HILEIA AMAZONICA, ASSINADA EM IQUITOS, EM 10 05 50.";"";"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, TEXTO, ATO INTERNACIONAL, COPIA AUTENTICADA, PROTOCOLO, CONVENÇÃO INTERNACIONAL, ORGANISMO INTERNACIONAL, FLORESTA, REGIÃO AMAZONICA, PAIS, PERU.";"1950-05-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1985-05-02T00:00:00";"13";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO ARTIGO 200 DO REGIMENTO INTERNO. DCN1 03 05 85 PAG 3862 COL 01.";""
"165270";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/165270";"P.C";"1";"1950";"185";"Parecer (CD)";"OPINA CONTRARIAMENTE AO OFICIO 47-D, DO TRIBUNAL REGIONAL ELEITORAL DO ESTADO DO CEARA, NO PEDIDO DE ABERTURA DO CREDITO ESPECIAL DE Cr$ 2.500.000,00, PARA CONSTRUÇÃO DO PREDIO DESTINADO AO REFERIDO TRIBUNAL.";"";"APRESENTAÇÃO, PARECER CONTRARIO, OFICIO, (TRE), ESTADO, (CE), PEDIDO, ABERTURA, CREDITO ESPECIAL, CONSTRUÇÃO, EDIFICIO SEDE.";"1950-03-21T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/335";"";"";"";"";"";"1950-06-27T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"APROVAÇÃO DO PARECER.";""
"165283";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/165283";"P.C";"2";"1950";"185";"Parecer (CD)";"OPINA CONTRARIAMENTE AO OFICIO DA ASSOCIAÇÃO PROFISSIONAL DOS CONDUTORES DE VEICULOS RODOVIARIOS DE UBERLANDIA, MINAS GERAIS, SOLICITANDO AUXILIO PARA RECONSTRUÇÃO DE SUA SEDE.";"";"APRESENTAÇÃO, PARECER CONTRARIO, OFICIO, ASSOCIAÇÃO PROFISSIONAL, CONDUTOR, VEICULOS, TRANSPORTE RODOVIARIO, MUNICIPIO, UBERLANDIA, (MG), SOLICITAÇÃO, AUXILIO FINANCEIRO, RECONSTRUÇÃO, SEDE.";"1950-03-21T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/335";"";"";"";"";"";"1950-06-27T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"APROVAÇÃO DO PARECER.";""
"165296";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/165296";"P.C";"3";"1950";"185";"Parecer (CD)";"OPINA PELO ARQUIVAMENTO DO MEMORIAL DO GINASIO DIOCESANO DE BOTUCATU SOLICITANDO AUXILIO PARA CONCLUSÃO DAS OBRAS DO INSTITUTO FREI LUIZ MARIA DE SANTANA, NO ESTADO DE SÃO PAULO.";"";"SUGESTÃO, ARQUIVAMENTO, MEMORIAL, ESTABELECIMENTO DE ENSINO, MUNICIPIO, BOTUCATU (SP), SÃO PAULO (ESTADO), AUXILIO, CONSTRUÇÃO, INSTITUIÇÃO EDUCACIONAL.";"1950-03-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/335";"";"";"";"";"";"1950-06-27T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"APROVAÇÃO DO PARECER.";""
