"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"162576";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162576";"MSC";"19";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL O CONVENIO DE INTERCAMBIO CULTURAL, ASSINADO ENTRE OS ESTADOS UNIDOS DO BRASIL E A REPUBLICA ARGENTINA.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, CONVENIO CULTURAL, INTERCAMBIO CULTURAL, PAIS, ARGENTINA.";"1960-02-02T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1962-04-25T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 122/62. DCN1 27 04 62 PAG 1732 COL 01.";""
"162678";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162678";"MSC";"40";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL A CONVENÇÃO RELATIVA AS CARTEIRAS DE IDENTIDADE DOS MARITIMOS, CONCLUIDA EM GENEBRA, EM 1958, POR OCASIÃO DA QUADRAGESIMA PRIMEIRA SESSÃO DA CONFERENCIA GERAL DA ORGANIZAÇÃO INTERNACIONAL DO TRABALHO.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, CONVENÇÃO, CARTEIRA DE IDENTIDADE, MARITIMO.";"1960-02-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-11-21T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 112/62. DCN1 05 12 61 PAG 10394 COL 02.";""
"162754";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162754";"MSC";"51";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL, O INCLUSO 'CONVENIO PARA O ESTABELECIMENTO EM ENCARNACION DE UM ENTREPOSTO DE DEPOSITO FRANCO, PARA MERCADORIAS EXPORTADAS OU IMPORTADAS PELO BRASIL', CONCLUIDO ENTRE O GOVERNO DOS ESTADOS UNIDOS DO BRASIL E O GOVERNO DA REPUBLICA DO PARAGUAI, A 05 DE NOVEMBRO DE 1959, EM ASSUNÇÃO.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, CONVENIO, CRIAÇÃO, ENTREPOSTO, ZONA FRANCA, PRODUTO IMPORTADO, PAIS, PARAGUAI.";"1960-03-21T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-06-06T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 172/63.";""
"162851";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162851";"MSC";"74";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL O INCLUSO 'ACORDO CULTURAL ENTRE OS ESTADOS UNIDOS DO BRASIL E O REINO DA BELGICA', ASSINADO NO RIO DE JANEIRO, AOS 06 DE JANEIRO DE 1960.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, ACORDO CULTURAL, PAIS, BELGICA.";"1960-03-25T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-06-28T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 113/62.";""
"162857";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162857";"MSC";"75";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL, O INCLUSO 'CONVENIO DE INTERCAMBIO CULTURAL ENTRE OS ESTADOS UNIDOS DO BRASIL E OS ESTADOS UNIDOS MEXICANOS', ASSINADO NO RIO DE JANEIRO, AOS 20 DE JANEIRO DE 1960.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, CONVENIO CULTURAL, INTERCAMBIO CULTURAL, PAIS, MEXICO.";"1960-03-30T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-12-12T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 110/61.";""
"162956";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162956";"MSC";"104";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL, ACOMPANHADO DE EXPOSIÇÃO DE MOTIVOS DO MINISTERIO DAS RELAÇÕES EXTERIORES, A CONVENÇÃO SOBRE SALARIOS, DURAÇÃO DO TRABALHO A BORDO E EFETIVOS, CONCLUIDA EM GENEBRA, EM 1958, POR OCASIÃO DA QUADRAGESIMA PRIMEIRA SESSÃO DA CONFERENCIA INTERNACIONAL DO TRABALHO.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, EXPOSIÇÃO DE MOTIVOS, (MRE), CONVENÇÃO, SALARIO, DURAÇÃO, TRABALHO, BORDO, EFETIVOS MILITARES.";"1960-05-10T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-10-25T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 93/61.";""
"163119";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163119";"MSC";"146";"1960";"134";"Mensagem";"ACORDO DE COMERCIO E PAGAMENTOS, ENTRE OS ESTADOS UNIDOS DO BRASIL E A REPUBLICA POPULAR DA POLONIA, ASSINADO NO RIO DE JANEIRO, EM 19 DE MARÇO DE 1960.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, ACORDO DE INTERCAMBIO COMERCIAL, PAGAMENTO, PAIS, POLONIA.";"1960-05-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1961-12-05T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 118/62.";""
"163172";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163172";"MSC";"159";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL AS CONTAS DO GOVERNO FEDERAL RELATIVAS AO EXERCICIO DE 1959.";"";"APRECIAÇÃO, CONGRESSO NACIONAL, CONTAS, GOVERNO FEDERAL, PRESIDENTE DA REPUBLICA.";"1960-05-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1960-05-17T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 9/71.";""
"163174";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163174";"MSC";"160";"1960";"134";"Mensagem";"ENCAMINHA OS VOLUMES, EM NUMERO DE 05 QUE COMPREENDEM AS CONTAS GERAIS DO BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO RELATIVOS AO EXERCICIO DE 1959.";"";"ENCAMINHAMENTO, VOLUME, CONTAS, BALANÇO, (BNDES).";"1960-05-16T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1987-07-01T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO ARTIGO OITAVO DO ATO DA MESA 1/87. DCN1 01 07 87 PAG 2335 COL 03.";""
"163235";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/163235";"MSC";"178";"1960";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL O 'TRATADO QUE ESTABELECE UMA ZONA DE LIVRE COMERCIO E INSTITUI A ASSOCIAÇÃO LATINO-AMERICANA DE LIVRE COMERCIO'.";"TRATADO DE MONTEVIDEU).";"APRECIAÇÃO, CONGRESSO NACIONAL, ATO INTERNACIONAL, TRATADO, ZONA DE LIVRE COMERCIO, CRIAÇÃO, (ALALC).";"1960-06-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1960-12-06T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PROJETO DE DECRETO LEGISLATIVO 57/60.";""
