"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"159652";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159652";"AV";"427";"1972";"495";"Aviso";"ENCAMINHA A APRECIAÇÃO DO CONGRESSO NACIONAL O PROCESSO DE PRESTAÇÃO DE CONTAS DA REDE FERROVIARIA FEDERAL S/A, E DE SUAS SUBSIDIARIAS, RELATIVAMENTE AO EXERCICIO DE 1971.";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, APRECIAÇÃO, PRESTAÇÃO DE CONTAS, (RFFSA).";"1972-08-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-11-23T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PDC 84/72 (REJEITADO NO SENADO).";""
"159656";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159656";"AV";"475";"1972";"495";"Aviso";"ENCAMINHA PRESTAÇÃO DE CONTAS DA PETROLEO BRASILEIRO S/A, PETROBRAS, RELATIVA AO EXERCICIO DE 1968.";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, APRECIAÇÃO, PRESTAÇÃO DE CONTAS, (PETROBRAS).";"1972-08-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1976-06-16T00:00:00";"6";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADO NO PDC 70/76.";""
"159657";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159657";"AV";"476";"1972";"495";"Aviso";"ENCAMINHA O PROCESSO DE PRESTAÇÃO DE CONTAS DA PETROBRAS QUIMICA S/A PETROQUISA, RELATIVO AO EXERCICIO DE 1968.";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, APRECIAÇÃO, PRESTAÇÃO DE CONTAS, (PETROQUISA).";"1972-08-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1973-03-22T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"RECEBIMENTO DO OF. 72, DE 21/03/73, DO SF, PROTOCOLO 00920, COMUNICANDO APROVAÇÃO DO PARECER 583/72, DA CF, PELO ARQUIVAMENTO DO PROJETO.";""
"159774";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159774";"INC";"6";"1972";"133";"Indicação";"SUGERE A COMISSÃO DE LEGISLAÇÃO SOCIAL O ESTUDO E ENCAMINHAMENTO DAS CONCLUSÕES, PARA QUE OS VIAJANTES E MOTORISTAS PROFISSIONAIS TENHAM FINANCIAMENTO DE VEICULOS TIPO ""STANDARD"".";"";"SUGESTÃO, COMISSÃO DE LEGISLAÇÃO SOCIAL, ENCAMINHAMENTO, CONCLUSÃO, ESTUDO, FINANCIAMENTO, VEICULOS, VEICULO AUTOMOTOR, VIAJANTE, CAIXEIRO VIAJANTE, MOTORISTA PROFISSIONAL.";"1972-10-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1975-03-08T00:00:00";"5";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO ART 117 DO REGIMENTO. DC1S 08 03 75 PAG 0001 COL 01.";""
"162601";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162601";"MSC";"24";"1972";"134";"Mensagem";"SUBMETE A APRECIAÇÃO DO CONGRESSO NACIONAL O TEXTO DA CONVENÇÃO PARA A REPRESSÃO AOS ATOS ILICITOS CONTRA A SEGURANÇA DA AVIAÇÃO CIVIL, ASSINADA EM MONTREAL, EM 23/09/71.";"";"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, TEXTO, ATO INTERNACIONAL, CONVENÇÃO INTERNACIONAL, REPRESSÃO, ATO ILICITO, SEGURANÇA, AVIAÇÃO CIVIL, ASSINATURA, CANADA.";"1972-04-11T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-04-26T00:00:00";"5";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADA NO PROJETO DE DECRETO LEGISLATIVO 56/75.";""
"162611";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162611";"MSC";"27";"1972";"134";"Mensagem";"SUBMETE A CONSIDERAÇÃO DO CONGRESSO NACIONAL O TEXTO DO ACORDO PARA UM PROGRAMA DE COOPERAÇÃO CIENTIFICA ENTRE A REPUBLICA FEDERATIVA DO BRASIL E OS ESTADOS UNIDOS DA AMERICA, FIRMADO EM BRASILIA, A PRIMEIRO DE DEZEMBRO DE 1971.";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, APROVAÇÃO, TEXTO, ATO INTERNACIONAL, ACORDO DE COOPERAÇÃO TECNICA E CIENTIFICA, PAIS, (EUA).";"1972-04-11T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-04-19T00:00:00";"5";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADA NO PROJETO DE DECRETO LEGISLATIVO 55/72.";""
"162648";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162648";"MSC";"35";"1972";"134";"Mensagem";"SUBMETE A CONSIDERAÇÃO DO CONGRESSO NACIONAL O TEXTO DO PROTOCOLO RELATIVO AS NEGOCIAÇÕES COMERCIAIS ENTRE PAISES EM DESENVOLVIMENTO REALIZADAS EM GENEBRA, NO AMBITO DO ACORDO GERAL SOBRE TARIFAS ADUANEIRAS E COMERCIO (GATT), NO PERIODO DE DEZEMBRO DE 1970 A AGOSTO DE 1971, BEM COMO A LISTA DAS CONCESSÕES FEITAS PELO BRASIL, EM 06/08/71, AOS DEMAIS PAISES EM DESENVOLVIMENTO PARTICIPANTES DAS REFERIDAS NEGOCIAÇÕES.";"";"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, TEXTO, ATO INTERNACIONAL, PROTOCOLO, NEGOCIAÇÃO, COMERCIO, PAIS ESTRANGEIRO, ACORDO, TARIFAS, TARIFA ADUANEIRA, (GATT).";"1972-04-20T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-05-03T00:00:00";"5";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADA NO PROJETO DE DECRETO LEGISLATIVO 57/72.";""
"162656";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162656";"MSC";"36";"1972";"134";"Mensagem";"SUBMETE A CONSIDERAÇÃO DO CONGRESSO NACIONAL, NOS TERMOS DO ART. 72, PARAGRAFO SETIMO, DA CONSTITUIÇÃO, A EXECUÇÃO DO ATO QUE CONCEDEU APOSENTADORIA A ROMULO GOMES CARDIM, NO CARGO DE MINISTRO DO TRIBUNAL SUPERIOR DO TRABALHO.";"";"SOLICITAÇÃO, APRECIAÇÃO, CONGRESSO NACIONAL, EXECUÇÃO, ATO, CONCESSÃO, APOSENTADORIA, MINISTRO, JUIZ CLASSISTA, (TST).";"1972-04-21T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-05-03T00:00:00";"5";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"TRANSFORMADA NO PROJETO DE DECRETO LEGISLATIVO 58/72.";""
"162659";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162659";"MSC";"37";"1972";"134";"Mensagem";"SOLICITA AO CONGRESSO A RETIRADA DA MENSAGEM 453, DE PRIMEIRO DE NOVEMBRO DE 1954 RELATIVA A PROJETO DE LEI QUE ""SUBORDINA A DIVISÃO DO PESSOAL CIVIL A DIRETORIA GERAL DO PESSOAL CIVIL A DIRETORIA GERAL DO PESSOAL E DA OUTRAS PROVIDENCIAS"". (PROJETO DE LEI 4919/54)";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, RETIRADA, MENSAGEM, ORIGEM, PROJETO DE LEI, SUBORDINAÇÃO, DIVISÃO, PESSOAL, FUNCIONARIO CIVIL, DIRETORIA GERAL.";"1972-04-10T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-05-18T00:00:00";"2";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"APROVADA A RETIRADA DA MENSAGEM 453/54.";""
"162665";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162665";"MSC";"38";"1972";"134";"Mensagem";"SOLICITA AO CONGRESSO NACIONAL A RETIRADA DA MENSAGEM 406/53, RELATIVA A PROJETO DE LEI QUE CRIA, NA ORDEM DO MERITO NAVAL, O GRAU GRÃ-CRUZ COM COLAR, E DA OUTRAS PROVIDENCIAS.";"";"SOLICITAÇÃO, CONGRESSO NACIONAL, RETIRADA, MENSAGEM, ORIGEM, PROJETO DE LEI, CRIAÇÃO, ORDEM DO MERITO NAVAL.";"1972-04-20T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1972-04-20T00:00:00";"2";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"APROVADA A RETIRADA DA MENSAGEM 406/53.";""
