"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"159820";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159820";"INC";"10";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE EDUCAÇÃO E CULTURA SE MANIFESTE SOBRE SE OS RESULTADOS PRATICOS DA LEI 2342, DE 25 DE NOVEMBRO DE 1954, CORRESPONDEM AS FINALIDADES DA MENCIONADA LEI.";"";"SUGESTÃO, COMISSÃO DE EDUCAÇÃO E CULTURA, MANIFESTAÇÃO, RESULTADO, NORMAS, LEI FEDERAL, COOPERAÇÃO FINANCEIRA, UNIÃO FEDERAL, ENSINO MEDIO.";"1956-04-02T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-04-02T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159832";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159832";"INC";"11";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE LEGISLAÇÃO SOCIAL ELABORE PROJETO DISCIPLINANDO A LEI DE ACIDENTES DO TRABALHO.";"";"SUGESTÃO, COMISSÃO DE LEGISLAÇÃO SOCIAL, ELABORAÇÃO, PROJETO DE LEI, NORMAS, ACIDENTE DE TRANSITO.";"1956-04-11T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-07-04T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO REGIMENTO INTERNO. DCN1 05 07 56 PAG 5149 COL 01.";""
"159844";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159844";"INC";"12";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA SE MANIFESTE SOBRE IMPEDIMENTO DE DEPUTADO FAZER PARTE DE DIRETORIA DE SOCIEDADE ANONIMA BENEFICIARIA DE AVAL DE PESSOA JURIDICA DE DIREITO PUBLICO PARA EFEITO DE EMPRESTIMO EXTERNO.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, MANIFESTAÇÃO, IMPEDIMENTO, DEPUTADO FEDERAL, PARTICIPAÇÃO, DIRETORIA, SOCIEDADE ANONIMA, RECEBIMENTO, BENEFICIO, AVAL, PESSOA JURIDICA, DIREITO PUBLICO, EFEITO, EMPRESTIMO EXTERNO.";"1956-04-17T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1957-04-11T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"DISCUSSÃO UNICA. ENCERRADA A DISCUSSÃO. APROVAÇÃO DA INDICAÇÃO. DCN1 12 04 57 PAG 1998 COL 01.";""
"159855";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159855";"INC";"13";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA SE MANIFESTE A RESPEITO DA DESAPROPRIAÇÃO DE AREA RECLAMADA E DEMARCADA PARA A LOCALIZAÇÃO DA FUTURA CAPITAL FEDERAL EM VISTA DO QUE DISPUNHA O ARTIGO TERCEIRO DA CONSTITUIÇÃO FEDERAL DE 1891.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, MANIFESTAÇÃO, DESAPROPRIAÇÃO, AREA, REMARCAÇÃO, DEMARCAÇÃO, LOCALIZAÇÃO, NOVA CAPITAL, CAPITAL FEDERAL, NORMAS, CONSTITUIÇÃO FEDERAL.";"1956-04-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-10-10T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO ARTIGO 19 DO REGIMENTO INTERNO. DCN1 11 10 56.";""
"159867";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159867";"INC";"14";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA ELABORE PROJETO DE RESOLUÇÃO NO SENTIDO DE SER CASSADO O MANDATO DO SENHOR AUGUSTO VIANA POR INFRINGENCIA A DISPOSITIVOS LEGAIS.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, ELABORAÇÃO, PROJETO DE RESOLUÇÃO, CASSAÇÃO, MANDATO, PRESIDENTE, (SESI), INFRAÇÃO, DISPOSITIVOS, EFEITOS LEGAIS.";"1956-04-25T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1959-11-24T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO ARTIGO 19 DO REGIMENTO INTERNO. DCN1 25 11 59 PAG 8878 COL 02.";""
"159877";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159877";"INC";"15";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA SE PRONUNCIE SOBRE A POSSIBILIDADE DE DEPUTADO FEDERAL SE TORNAR PROPRIETARIO DE QUOTAS OU AÇÕES DE ESTAÇÃO DE RADIODIFUSÃO, OU SER ELEITO UM DE SEUS DIRETORES.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, MANIFESTAÇÃO, POSSIBILIDADES, DEPUTADO FEDERAL, PROPRIETARIO, COTA, AÇÕES, EMISSORA, RADIODIFUSÃO, ELEIÇÃO, CANDIDATO ELEITO, DIRETOR.";"1956-05-07T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1957-04-09T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO REGIMENTO INTERNO. DCN1 10 04 57 PAG 1861 COL 02.";""
"159887";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159887";"INC";"16";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA ESCLAREÇA QUAL A PROVIDENCIA DE ORDEM LEGISLATIVA A SER TOMADA PARA POR TERMO A SITUAÇÃO DA ADMINISTRAÇÃO QUE NÃO APLICA AS VERBAS DETERMINADAS PELO ARTIGO 198 DA CONSTITUIÇÃO FEDERAL - SERVIÇO DE OBRAS CONTRA AS SECAS, CONSIGNADAS NO ORÇAMENTO DA REPUBLICA.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, ESCLARECIMENTO, PROVIDENCIA, ELABORAÇÃO, PROPOSIÇÃO, CONCLUSÃO, SITUAÇÃO, ADMINISTRAÇÃO, INAPLICABILIDADE, VERBA, DISPOSITIVOS, CONSTITUIÇÃO FEDERAL, SERVIÇO, COMBATE, SECA.";"1956-05-18T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-05-18T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159897";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159897";"INC";"17";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA SE MANIFESTE SOBRE AS MEDIDAS QUE DEVAM SER TOMADAS QUANDO NÃO OBSERVADAS AS EXIGENCIAS DO PARAGRAFO TERCEIRO DO ARTIGO 70 E DO ARTIGO 71 DA CONSTITUIÇÃO E QUANDO AS FALTAS CONSECUTIVAS DE 'QUORUM' IMPEÇAM A MANIFESTAÇÃO DO CONGRESSO SOBRE OS VETOS.";"";"SUGESTÃO, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, MANIFESTAÇÃO, ELABORAÇÃO, NORMAS, INOBSERVANCIA, DISPOSITIVOS, CONSTITUIÇÃO FEDERAL, DELIBERAÇÃO, VETO, SESSÃO CONJUNTA, HIPOTESE, APROVAÇÃO, REMESSA, PROMULGAÇÃO, PRESIDENTE DA REPUBLICA, FALTA, QUORUM, IMPEDIMENTO, VOTAÇÃO, CONGRESSO NACIONAL.";"1956-05-18T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-05-18T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADA NOS TERMOS DO REGIMENTO INTERNO.";""
"159907";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/159907";"INC";"18";"1956";"133";"Indicação";"INDICA QUE A COMISSÃO DE SERVIÇO PUBLICO CIVIL ESTUDE A POSSIBILIDADE DE SER CONCEDIDA UMA PENSÃO AO MEDICO ESPERIDIÃO GABINO DE CARVALHO, SOBREVIVENTE DA COMISSÃO RONDON.";"";"SUGESTÃO, COMISSÃO DE SERVIÇO PUBLICO CIVIL, ESTUDO, POSSIBILIDADE, CONCESSÃO, PENSÕES, MEDICO.";"1956-06-28T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1956-10-29T00:00:00";"4";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"ARQUIVADO NOS TERMOS DO REGIMENTO INTERNO. DCN1 27 11 65 PAG 10190 COL 01.";""
"162811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/162811";"MSC";"63";"1956";"134";"Mensagem";"ENCAMINHA EXPOSIÇÃO DE MOTIVOS DO MINISTERIO DA VIAÇÃO E OBRAS PUBLICAS ONDE SÃO INDICADOS ENGANOS NA LEI ORÇAMENTARIA PARA O EXERCICIO DE 1956, NA PARTE REFERENTE A 'DESPESA' DO MESMO MINISTERIO.";"";"ENCAMINHAMENTO, EXPOSIÇÃO DE MOTIVOS, MINISTERIO DA VIAÇÃO E OBRAS PUBLICAS, ERRO, ORÇAMENTO, PARTE, DESPESA.";"1956-02-09T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"";"";"1957-04-11T00:00:00";"3";"";"";"";"";"Ordinária (Art. 151, III, RICD)";"Não Informado";"5";"";"";"RQUIVADO NOS TERMOS DO REGIMENTO INTERNO. DCN1 13 04 57.";""
